0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
@thoughtsofshah Did you watch the DDLJ documentary? Where Shah talks about how Raj is kinda like him and the story… https://t.co/I5A6NRwNtW,@thoughtsofshah Did you watch the DDLJ documentary? Where Shah talks about how Raj is kinda like him and the story… https://t.co/I5A6NRwNtW,0.0,0.0,positive,0.0,0.901,0.099,0.2975
26years of most famous film of @iamsrk DDLJ ♥️✌️ https://t.co/toy8v89DMy,26years of most famous film of @iamsrk DDLJ ♥️✌️ https://t.co/toy8v89DMy,0.5,0.75,neutral,0.0,1.0,0.0,0.0
@thoughtsofshah It's Love 💝 DDLJ is about Pure love,@thoughtsofshah It's Love 💝 DDLJ is about Pure love,0.4047619047619048,0.5666666666666668,positive,0.0,0.417,0.583,0.8555
@thoughtsofshah Full on ddlj mode on 😏 today,@thoughtsofshah Full on ddlj mode on 😏 today,0.35,0.55,neutral,0.0,1.0,0.0,0.0
"8 evergreen Bollywood movies you can watch on Netflix and Amazon Prime Video | Vogue India | Vogue India
All my fav… https://t.co/mJwiQmOsrD","8 evergreen Bollywood movies you can watch on Netflix and Amazon Prime Video | Vogue India | Vogue India
All my fav… https://t.co/mJwiQmOsrD",0.0,0.0,positive,0.0,0.918,0.082,0.1779
DDLJ,DDLJ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Kid is about to be cancelled hard😩.... But thats what today's teenagers( spc non residents) mostly say cz they don'… https://t.co/Uo3PhXNER5,Kid is about to be cancelled hard😩.... But thats what today's teenagers( spc non residents) mostly say cz they don'… https://t.co/Uo3PhXNER5,0.5,0.5,negative,0.07,0.93,0.0,-0.128
I love my DDLJ-fied tl. 🥹 thanks besties @thoughtsofshah @ughmylife317 ♥️,I love my DDLJ-fied tl. 🥹 thanks besties @thoughtsofshah @ughmylife317 ♥️,0.35,0.4,positive,0.0,0.496,0.504,0.7964
"DDLJ is a story about simran more than it’s about raj, srk plays the love interest role mostly reserved for heroine… https://t.co/XpLvwshtHD","DDLJ is a story about simran more than it’s about raj, srk plays the love interest role mostly reserved for heroine… https://t.co/XpLvwshtHD",0.5,0.5333333333333333,positive,0.0,0.662,0.338,0.8481
"We Indians, who still fight for religion over economy and education, who gets killed for falling in love with a boy… https://t.co/u9LkqztGQH","We Indians, who still fight for religion over economy and education, who gets killed for falling in love with a boy… https://t.co/u9LkqztGQH",0.15,0.3,negative,0.291,0.569,0.14,-0.5423
"@akshaykumar Flop Kumar... devdas, veer-zara, chek  de, Darr, kabhi Haan kabhi naa, bazigar, DDLJ, kuch kuch hota h… https://t.co/VHcI0ClELW","@akshaykumar Flop Kumar... devdas, veer-zara, chek  de, Darr, kabhi Haan kabhi naa, bazigar, DDLJ, kuch kuch hota h… https://t.co/VHcI0ClELW",0.0,0.0,negative,0.118,0.882,0.0,-0.34
"A move still running after 26 year of realise whatever a epic film in #Hindicinema @iamsrk @itsKajolD 
#DDLJ https://t.co/JPfOWL9kaE","A move still running after 26 year of realise whatever a epic film in #Hindicinema @iamsrk @itsKajolD 
#DDLJ https://t.co/JPfOWL9kaE",0.1,0.4,neutral,0.0,1.0,0.0,0.0
#konhonaarcrorepati @itsKajolD @SachinSKhedekar @SohaaWrites @ashesinwind @neenakulkarni #tanuja #bharatiachrekar… https://t.co/KVRj8ASpeF,#konhonaarcrorepati @itsKajolD @SachinSKhedekar @SohaaWrites @ashesinwind @neenakulkarni #tanuja #bharatiachrekar… https://t.co/KVRj8ASpeF,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@thoughtsofshah I love the ddlj spam,@thoughtsofshah I love the ddlj spam,0.5,0.6,positive,0.258,0.309,0.433,0.4019
"There's always two diff phase of  SRK
Before n After Ddlj 
The time when Srk experimented so mny diff roles in his… https://t.co/uckKn3qidW","There's always two diff phase of  SRK
Before n After Ddlj 
The time when Srk experimented so mny diff roles in his… https://t.co/uckKn3qidW",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Rukhsters subah se DDLJ ko leke pagal hogaye hain,Rukhsters subah se DDLJ ko leke pagal hogaye hain,0.0,0.0,neutral,0.0,1.0,0.0,0.0
