0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
"@Bladsten Se till att den har en skärm som du tycker är bra i första hand.
Jag har bäst erfarenheter av lenovo och… https://t.co/UWBCYOyxki","@Bladsten Se till att den har en skärm som du tycker är bra i första hand.
Jag har bäst erfarenheter av lenovo och… https://t.co/UWBCYOyxki",0.0,0.0,positive,0.0,0.873,0.127,0.4939
Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 14″ (35.56cm) FHD IPS Thin &amp; Light Laptop (8GB/512GB SSD/Windows 10/MS Offi… https://t.co/byRAPZR0lX,Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 14″ (35.56cm) FHD IPS Thin &amp; Light Laptop (8GB/512GB SSD/Windows 10/MS Offi… https://t.co/byRAPZR0lX,0.0,0.775,neutral,0.0,1.0,0.0,0.0
Of course it didn't come with any storage. I put this 500GB WD Black #SSD and it's lightning fast. If you need lapt… https://t.co/IpOFq9CEdm,Of course it didn't come with any storage. I put this 500GB WD Black #SSD and it's lightning fast. If you need lapt… https://t.co/IpOFq9CEdm,0.016666666666666677,0.5166666666666666,positive,0.0,0.832,0.168,0.6633
@convomf Laptop lenovo dan hp xiaomi,@convomf Laptop lenovo dan hp xiaomi,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@akaashikeijli @convomf Lenovo apa kalo boleh tau,@akaashikeijli @convomf Lenovo apa kalo boleh tau,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@sBLb7vOXUJGaLOd bilo nekad,@sBLb7vOXUJGaLOd bilo nekad,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No te pierdas este SORTEAZO de dos monitores Lenovo Legion!! https://t.co/Wcm8sFAjoK https://t.co/hfHB8Us05V #SorteazoLenovo,No te pierdas este SORTEAZO de dos monitores Lenovo Legion!! https://t.co/Wcm8sFAjoK https://t.co/hfHB8Us05V #SorteazoLenovo,0.0,0.0,negative,0.188,0.812,0.0,-0.4184
"使ってるノートパソコン（Lenovo）が、ときどき英語で語りかけてくるの心臓に悪いからやめてほしい。
このユーザーは！日本語を使ってます！！","使ってるノートパソコン（Lenovo）が、ときどき英語で語りかけてくるの心臓に悪いからやめてほしい。
このユーザーは！日本語を使ってます！！",0.0,0.0,neutral,0.0,1.0,0.0,0.0
법인사업자를 위한 레노버 Pro 스토어에서 특별한 할인률로 레노버 제품을 소개합니다. 02-6331-9449로 문의 주세요! https://t.co/DJgu24tHXV,법인사업자를 위한 레노버 Pro 스토어에서 특별한 할인률로 레노버 제품을 소개합니다. 02-6331-9449로 문의 주세요! https://t.co/DJgu24tHXV,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Naomba Nisaidie Kushare 

Lenovo Yoga 370

Intel Core i5
7th Generation 
Ram 8gb
256gb SSD 
Display 14-inch
X360 Co… https://t.co/Dw5UEZOeQz","Naomba Nisaidie Kushare 

Lenovo Yoga 370

Intel Core i5
7th Generation 
Ram 8gb
256gb SSD 
Display 14-inch
X360 Co… https://t.co/Dw5UEZOeQz",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Lenovo Yoga 6 AMD Ryzen 7 5700U 13.3"" (33.78cm) FHD IPS 2-in-1 Touchscreen Convertible Laptop (16GB/1TB SSD/Windows… https://t.co/U1awDQ9MFn","Lenovo Yoga 6 AMD Ryzen 7 5700U 13.3"" (33.78cm) FHD IPS 2-in-1 Touchscreen Convertible Laptop (16GB/1TB SSD/Windows… https://t.co/U1awDQ9MFn",0.0,0.0,neutral,0.0,1.0,0.0,0.0
Lenovoのディスプレイ買ってくれた！！めっちゃ画面綺麗〜😆✨ https://t.co/DYwMihi2l7,Lenovoのディスプレイ買ってくれた！！めっちゃ画面綺麗〜😆✨ https://t.co/DYwMihi2l7,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"W eliminacjach było bardzo ciekawie, a losy ostatniego miejsca ważyły się niemal do ostatnich sekund. Ósemka, która… https://t.co/036Pka4FYm","W eliminacjach było bardzo ciekawie, a losy ostatniego miejsca ważyły się niemal do ostatnich sekund. Ósemka, która… https://t.co/036Pka4FYm",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop  (14 Inch, Arcti… https://t.co/q4otOEW3I3","Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop  (14 Inch, Arcti… https://t.co/q4otOEW3I3",0.0,0.775,positive,0.0,0.847,0.153,0.5574
"レノボジャパン｜Lenovo Androidタブレット Yoga Tab 11 ストームグレー ZA8W0074JP  11型ワイド /Wi-Fiモデル /ストレージ：128GB

楽天
⬇クリックはコチラ⬇
https://t.co/Tr002UlqkM","レノボジャパン｜Lenovo Androidタブレット Yoga Tab 11 ストームグレー ZA8W0074JP  11型ワイド /Wi-Fiモデル /ストレージ：128GB

楽天
⬇クリックはコチラ⬇
https://t.co/Tr002UlqkM",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Jual laptop idr 2,8jt #zonabu preloved lenovo https://t.co/h1yNqUcNOb","Jual laptop idr 2,8jt #zonabu preloved lenovo https://t.co/h1yNqUcNOb",0.0,0.0,neutral,0.0,1.0,0.0,0.0
lenovoのディスプレイ一体型デスクトップPC湧いた、わぁ~,lenovoのディスプレイ一体型デスクトップPC湧いた、わぁ~,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@leoppar_ Lenovo omen c’est très bon mais après un peu chère,@leoppar_ Lenovo omen c’est très bon mais après un peu chère,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"レノボジャパン｜Lenovo Androidタブレット Yoga Tab 11 ストームグレー ZA8W0074JP  11型ワイド /Wi-Fiモデル /ストレージ：128GB

楽天★
⬇クリックはこちら⬇
https://t.co/Tr002UCtmM","レノボジャパン｜Lenovo Androidタブレット Yoga Tab 11 ストームグレー ZA8W0074JP  11型ワイド /Wi-Fiモデル /ストレージ：128GB

楽天★
⬇クリックはこちら⬇
https://t.co/Tr002UCtmM",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Lenovo ThinkPad T480
Intel Core i5 8th generation
 8Gb Ram 
128 SSD 
Shs. 45,000

Call or App 0726 514 849 https://t.co/zBsdxsPuUB","Lenovo ThinkPad T480
Intel Core i5 8th generation
 8Gb Ram 
128 SSD 
Shs. 45,000

Call or App 0726 514 849 https://t.co/zBsdxsPuUB",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"BRANDNEW
Lenovo IdeaPad Flex 5 Intel Core I7 11th Gen(1165G7) 14"" FHD TouchScreen  16GB RAM 512GB SSD PCIe/Windows… https://t.co/XSc8jWwCON","BRANDNEW
Lenovo IdeaPad Flex 5 Intel Core I7 11th Gen(1165G7) 14"" FHD TouchScreen  16GB RAM 512GB SSD PCIe/Windows… https://t.co/XSc8jWwCON",0.0,0.0,neutral,0.0,1.0,0.0,0.0
lenovoの10インチタブレット入着。ネトフリ生活が捗りますね。,lenovoの10インチタブレット入着。ネトフリ生活が捗りますね。,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No te pierdas este SORTEAZO de dos monitores Lenovo Legion!! https://t.co/KgVM2CSbdd https://t.co/DlKYjkdymp #SorteazoLenovo,No te pierdas este SORTEAZO de dos monitores Lenovo Legion!! https://t.co/KgVM2CSbdd https://t.co/DlKYjkdymp #SorteazoLenovo,0.0,0.0,negative,0.188,0.812,0.0,-0.4184
@12210853i Lenovoのideapad duetを使ってますが、起動が早くて(というか電源切る概念がほぼない) 便利です！執筆プラス画像選定をしますが、特に困ったことはありません。リンクは公式ですが、Amazonとかな… https://t.co/19SZMwqQdF,@12210853i Lenovoのideapad duetを使ってますが、起動が早くて(というか電源切る概念がほぼない) 便利です！執筆プラス画像選定をしますが、特に困ったことはありません。リンクは公式ですが、Amazonとかな… https://t.co/19SZMwqQdF,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"붸에에에...
시에라 무선보다 피보콤이 저렴한가보네요...
Lenovo도 고집스럽게 계속 피보콤 쓰네..;

얘네 드라이버에 펌웨어 묶어놔서 구버전 드라이버 들어오면(ex: 공정초기화 등) 정신 못차리는데....","붸에에에...
시에라 무선보다 피보콤이 저렴한가보네요...
Lenovo도 고집스럽게 계속 피보콤 쓰네..;

얘네 드라이버에 펌웨어 묶어놔서 구버전 드라이버 들어오면(ex: 공정초기화 등) 정신 못차리는데....",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@convomf Beli laptop lenovo yg sekarang 😂,@convomf Beli laptop lenovo yg sekarang 😂,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"パソコンカテゴリー これで決まり★

🤩Lenovo（レノボ） 10.1型タブレットパソコン Lenovo Yoga Smart Tab

ユニークな 4 モードスタイル・キックスタンド
https://t.co/7FwrvClCkg","パソコンカテゴリー これで決まり★

🤩Lenovo（レノボ） 10.1型タブレットパソコン Lenovo Yoga Smart Tab

ユニークな 4 モードスタイル・キックスタンド
https://t.co/7FwrvClCkg",0.21428571428571427,0.6428571428571429,positive,0.0,0.787,0.213,0.4019
Lenovoのタブレット買ってLINEMOを追加で1回線契約したので、カフェでも電車でも論文が読めるようになり、勉強の効率性がめちゃくちゃ上がった,Lenovoのタブレット買ってLINEMOを追加で1回線契約したので、カフェでも電車でも論文が読めるようになり、勉強の効率性がめちゃくちゃ上がった,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@odiseja4 sekogas ima nekoj sto ne go svakja vicot od prva,@odiseja4 sekogas ima nekoj sto ne go svakja vicot od prva,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@lenovo_marco @McFaul For many people, Ukraine is very far away, but it won't matter when those missiles start flying.","@lenovo_marco @McFaul For many people, Ukraine is very far away, but it won't matter when those missiles start flying.",0.315,0.75,negative,0.058,0.942,0.0,-0.0286
I've just posted a new blog: A Lenovo fecha ano fiscal com recordes – Atingindo o marco de receita de US$ 70 mil mi… https://t.co/GSKzbE2yDX,I've just posted a new blog: A Lenovo fecha ano fiscal com recordes – Atingindo o marco de receita de US$ 70 mil mi… https://t.co/GSKzbE2yDX,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
【100円OFFクーポン】【短納期】Wi-Fiモデル タブレット 10インチ Lenovo Tab B10 HD 2nd Gen Android wifiモデル【レノボ直販 タブレット】【送料無料】 ZA6W0204JP [楽天]… https://t.co/GvNDyl7MOW,【100円OFFクーポン】【短納期】Wi-Fiモデル タブレット 10インチ Lenovo Tab B10 HD 2nd Gen Android wifiモデル【レノボ直販 タブレット】【送料無料】 ZA6W0204JP [楽天]… https://t.co/GvNDyl7MOW,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@SouthAsiaIndex Aah great..she wants to follow Nawaz shareef's formula of getting out of country,@SouthAsiaIndex Aah great..she wants to follow Nawaz shareef's formula of getting out of country,0.2,0.1,neutral,0.0,1.0,0.0,0.0
"Macbook air開封の儀を行いました🤣

開けてびっくり！
自然と電源入るんですね😯

しかも、いちいちシャットダウンしなくていいんですね😍
スマホ感覚～✨✨

Windowsとの違いに早く慣れたいけど
一旦閉じて、デスクト… https://t.co/wfGCbP9MNz","Macbook air開封の儀を行いました🤣

開けてびっくり！
自然と電源入るんですね😯

しかも、いちいちシャットダウンしなくていいんですね😍
スマホ感覚～✨✨

Windowsとの違いに早く慣れたいけど
一旦閉じて、デスクト… https://t.co/wfGCbP9MNz",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"楽天 パソコン 周辺機器 のイチオシ🚩

【短納期】【セール価格】直販 ノートパソコン：Lenovo IdeaPad Slim 550 AMD Ryzen 5搭載(14.0型 FHD/8GBメモリー/256GB SSD/Windo… https://t.co/dzYSUeS9EI","楽天 パソコン 周辺機器 のイチオシ🚩

【短納期】【セール価格】直販 ノートパソコン：Lenovo IdeaPad Slim 550 AMD Ryzen 5搭載(14.0型 FHD/8GBメモリー/256GB SSD/Windo… https://t.co/dzYSUeS9EI",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Bladsten Min syster gick från säker Samsung -.(telefon) till ännu ""bättre"" Lenovo inbillade denne sig. Jag har all… https://t.co/WV6PQ2Z7zg","@Bladsten Min syster gick från säker Samsung -.(telefon) till ännu ""bättre"" Lenovo inbillade denne sig. Jag har all… https://t.co/WV6PQ2Z7zg",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@ShaktianandJha We wanted to follow up to see if you still need help with your system or if our suggestion worked.… https://t.co/0nSnqJj7RW,@ShaktianandJha We wanted to follow up to see if you still need help with your system or if our suggestion worked.… https://t.co/0nSnqJj7RW,0.0,0.0,positive,0.0,0.886,0.114,0.4019
lenovo yoga Core i3 第四世代 2in1 メモリ4GB HDD500GB タッチパネル 中古パソコン ノートパソコン 中古 初期設定不要 Office搭載 パソコン Windows10 Windows11可 送料… https://t.co/tcbsktJ4fp,lenovo yoga Core i3 第四世代 2in1 メモリ4GB HDD500GB タッチパネル 中古パソコン ノートパソコン 中古 初期設定不要 Office搭載 パソコン Windows10 Windows11可 送料… https://t.co/tcbsktJ4fp,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No te pierdas este SORTEAZO de dos monitores Lenovo Legion!! https://t.co/GvL8393UNP https://t.co/ksA5eCGHYT #SorteazoLenovo,No te pierdas este SORTEAZO de dos monitores Lenovo Legion!! https://t.co/GvL8393UNP https://t.co/ksA5eCGHYT #SorteazoLenovo,0.0,0.0,negative,0.188,0.812,0.0,-0.4184
Turno para el #Scouting de @Arnau1016 del partido de seminales de la Copa del Rey'22 entre @RMBaloncesto 🆚… https://t.co/sVjwW5ddPN,Turno para el #Scouting de @Arnau1016 del partido de seminales de la Copa del Rey'22 entre @RMBaloncesto 🆚… https://t.co/sVjwW5ddPN,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"2大ファッションサークルとLenovoがコラボ✨
Yogaを活用したアイテムを制作👚👜
デジタルネイティブである大学生の
新たな感性とYogaのコラボをチェック！

Lenovo Fashion Campusはこちら👀… https://t.co/l0fTmXYoOa","2大ファッションサークルとLenovoがコラボ✨
Yogaを活用したアイテムを制作👚👜
デジタルネイティブである大学生の
新たな感性とYogaのコラボをチェック！

Lenovo Fashion Campusはこちら👀… https://t.co/l0fTmXYoOa",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"[PC] WTS: 200, LENOVO, LENOVO M73 SFF i5-4440/4570, 8Gb Ram, SSD 120Gb, A GRADE, CHEAP EUR https://t.co/frbttJvjwO… https://t.co/WUTHFl56sb","[PC] WTS: 200, LENOVO, LENOVO M73 SFF i5-4440/4570, 8Gb Ram, SSD 120Gb, A GRADE, CHEAP EUR https://t.co/frbttJvjwO… https://t.co/WUTHFl56sb",0.4,0.7,neutral,0.0,1.0,0.0,0.0
"@LigandR @ZulfiqarAhmed69 Shut up, sadak chaap bhutto...","@LigandR @ZulfiqarAhmed69 Shut up, sadak chaap bhutto...",0.0,0.0,neutral,0.0,1.0,0.0,0.0
I've just posted a new blog: Tablet Lenovo Xiaoxin Pad Pro a bom preço Europa https://t.co/GoH0LreHH4 https://t.co/qzYbGEbY3n,I've just posted a new blog: Tablet Lenovo Xiaoxin Pad Pro a bom preço Europa https://t.co/GoH0LreHH4 https://t.co/qzYbGEbY3n,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
@am_nawazish Allah apko Fail kre..Aamen!!!!,@am_nawazish Allah apko Fail kre..Aamen!!!!,-1.0,0.29999999999999993,negative,0.539,0.461,0.0,-0.6876
"SSD を 1TB にするのに+10万円近くて泡吹いてる。
Lenovo ThinkPad T14 Gen 3 (AMD) － 小さく、軽くなって魅力倍増の14インチノート、AMD版も直販スタート！ https://t.co/KQQqFPqopf","SSD を 1TB にするのに+10万円近くて泡吹いてる。
Lenovo ThinkPad T14 Gen 3 (AMD) － 小さく、軽くなって魅力倍増の14インチノート、AMD版も直販スタート！ https://t.co/KQQqFPqopf",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@rockisinfinite this is how infinite looks on every lenovo legion laptop. contrast is absolutely fucked on these ma… https://t.co/wMET5ssFan,@rockisinfinite this is how infinite looks on every lenovo legion laptop. contrast is absolutely fucked on these ma… https://t.co/wMET5ssFan,-0.6,0.7,negative,0.207,0.793,0.0,-0.6901
@mogura2001 Lenovo YOGAとSamsung GalaxyTabしか選択肢無いから Googleが作ってくれるなら嬉しい。,@mogura2001 Lenovo YOGAとSamsung GalaxyTabしか選択肢無いから Googleが作ってくれるなら嬉しい。,0.0,0.0,neutral,0.0,1.0,0.0,0.0
